Entity,Relation,Value
grays_slider,generalizations,reptile
tomb_raider___anniversary,generalizations,software
dragon_warrior,generalizations,videogame
emlenton_progress_news,generalizations,blog
large_speckled_trout,generalizations,fish
african_hunting_dog,generalizations,mammal
malia,generalizations,person
human_brain_is_about_85_percent_cerebrum,generalizations,braintissue
france,generalizations,geopoliticallocation
terrorism,generalizations,sociopolitical
open_kitchenette,generalizations,room
wedding_photography_packages,generalizations,visualartform
harley_davidson_xl883r_sportster,generalizations,vehicle
games_downloadable_games,generalizations,traditionalgame
calf,generalizations,muscle
u_s__route_68,generalizations,highway
sand_hollow,generalizations,river
disney_magic_kingdom_game,generalizations,boardgame
the_incredible_hulk,generalizations,movie
sierra_de_los_comechingones,generalizations,mountainrange
n9_00_p_m_,generalizations,time
cabanis_s_greenbul,generalizations,bird
gray_crowned_prinia,generalizations,amphibian
igiene,generalizations,wine
siege_of_mount_hiei,generalizations,militaryconflict
moxico,generalizations,geopoliticalorganization
monitor_game,generalizations,boardgame
winter_recreation,generalizations,hobby
puntini_fruit_chips,generalizations,candy
prairie_falcons,generalizations,vertebrate
modi_government,generalizations,politicalparty
forty_days,generalizations,parlourgame
forty_days,generalizations,sportsevent
business_school_students,generalizations,victim
community_party,generalizations,politicalparty
community_party,generalizations,terroristorganization
university_of_maine,generalizations,university
u_s__delegate,generalizations,jobposition
career_planning,generalizations,cognitiveactions
internet_cookies,generalizations,visualizableobject
tumblr,generalizations,blog
st_charles,generalizations,city
anterior_tubercle,generalizations,bone
iron_saucepan,generalizations,kitchenitem
serious_faux_pas,generalizations,crimeorcharge
luis_de_la_lastra_y_cuesta,generalizations,personsouthamerica
n1934___1943,generalizations,year
naruto__narutimate_hero,generalizations,software
savory_baked_apples_with_orange_almond_cream,generalizations,bakedgood
skin_abscess_pilonidal_abscess,generalizations,physiologicalcondition
neteller_and_firepay,generalizations,creditunion
criticism_device,generalizations,mlalgorithm
vogelpark_heiligenkirchen,generalizations,zoo
vogelpark_heiligenkirchen,generalizations,aquarium
consignment_furniture,generalizations,furniture
major_internet_search_engines,generalizations,researchproject
youtube_downloader,generalizations,consumerelectronicitem
outside_sunlight,generalizations,perceptionevent
islamic_iran,generalizations,geopoliticalorganization
java_programs,generalizations,programminglanguage
great_outdoor_activities,generalizations,hobby
excision_of_spinous_process_of_vertebra,generalizations,medicalprocedure
blackwood_farm,generalizations,book
calm_wind,generalizations,weatherphenomenon
mystery_computer,generalizations,tableitem
cold_war_period,generalizations,militaryconflict
bush,generalizations,politicianus
travel_bread,generalizations,food
vancouver_hospital_and_health_sciences_centre,generalizations,hospital
university_of_wisconsin_whitewater,generalizations,school
three_guitars,generalizations,musicinstrument
james_belushi,generalizations,actor
tzatziki,generalizations,condiment
n08_07_03,generalizations,date
gray_headed_robin,generalizations,bird
n2007_08_08,generalizations,date
llama,generalizations,animal
japan_golf_tour,generalizations,race
n5_00_pm_est_,generalizations,time
potterybarn_furniture,generalizations,householditem
poetry_editor,generalizations,politicaloffice
liberal_international,generalizations,nongovorganization
northern_sierra_madre,generalizations,mountainrange
gardens,generalizations,visualizablescene
american_immigration_control_foundation,generalizations,nongovorganization
military_of_paraguay,generalizations,personsouthamerica
chinantec,generalizations,language
double_beds,generalizations,buildingfeature
excision_of_lesion_of_small_intestine,generalizations,medicalprocedure
n1917_1997,generalizations,year
human_brain_cells,generalizations,celltype
lemon_garlic_chicken_thighs_0,generalizations,meat
colonial_motel,generalizations,hotel
weird_al_show,generalizations,televisionshow
washington_lake,generalizations,lake
html_page,generalizations,programminglanguage
brookwood_high_school,generalizations,sportsteam
spicy_pickled_beans,generalizations,legume
noon_,generalizations,time
pecos_and_devils_river,generalizations,river
arms,generalizations,weapon
book_of_life,generalizations,musicalbum
n2006_04_30,generalizations,date
university_of_miami,generalizations,hospital
home_made_salads,generalizations,visualizableobject
n7_00,generalizations,time
societal_problem,generalizations,cognitiveactions
fire_pan,generalizations,kitchenitem
female_body_oil_painting,generalizations,visualartform
carlos,generalizations,person
maternal_grandmother,generalizations,monarch
hawaiian_pienapple_pie,generalizations,bakedgood
steel_piston_rods,generalizations,buildingmaterial
states,generalizations,stateorprovince
spanish__,generalizations,language
countries,generalizations,country
omsk_hemorrhagic_fever,generalizations,disease
dcl_script,generalizations,programminglanguage
english_languge,generalizations,language
finances,generalizations,academicfield
sphaeroderus_small_snail_eating_beetle_species,generalizations,invertebrate
movie_the_good_shepherd,generalizations,movie
non_pathogenic_fungi,generalizations,fungus
puerto_de_la_cruz,generalizations,city
nerf_dorsal_du_clitoris_dorsal_nerve_of_clitoris,generalizations,nerve
brass_tap,generalizations,bathroomitem
inaugural_president,generalizations,politicaloffice
congo,generalizations,river
flan_dish,generalizations,kitchenitem
flan_dish,generalizations,kitchenitem
experienced_anglers,generalizations,fish
a_brief_history_of_the_romans,generalizations,book
stirfry_sauce,generalizations,condiment
operation_earnest,generalizations,militaryconflict
grand_prix_of_europe,generalizations,grandprix
plant_parasitic_fungi,generalizations,fungus
brutal_metal,generalizations,musicgenre
jacket_and_straw_hat,generalizations,clothing
object_oriented_languages,generalizations,programminglanguage
n1861__1956,generalizations,year
hirschsprung_disease_type_3,generalizations,physiologicalcondition
flash_developer,generalizations,jobposition
heavy_duty_aluminum,generalizations,buildingmaterial
fried_bacon,generalizations,meat
wofford_college,generalizations,sportsteam
lyndon_state_college,generalizations,school
walton_lake,generalizations,lake
fresh_ground_coffee,generalizations,beverage
recipes_chocolate,generalizations,bakedgood
other_excision_of_abdominal_veins,generalizations,medicalprocedure
pokemon_soulsilver_version,generalizations,software
world_conferences,generalizations,conference
french_door_with_solid_folding_shutter,generalizations,buildingfeature
french_door_with_solid_folding_shutter,generalizations,buildingfeature
architects_engineers,generalizations,profession
fallout_3,generalizations,videogame
fallout_3,generalizations,videogame
a_night_at_the_opera,generalizations,musicalbum
nevermind,generalizations,musicalbum
john_cena,generalizations,personus
all_of_me,generalizations,musicsong
all_the_things_you_are,generalizations,musicsong
angus_l__macdonald_bridge,generalizations,bridge
caesar_salad,generalizations,food
wheaton_college_ma,generalizations,university
carving_fork,generalizations,kitchenitem
addar_hotel,generalizations,restaurant
boneless_turkey_breast,generalizations,meat
boneless_turkey_breast,generalizations,meat
bentleys_lake,generalizations,lake
bioshock_2,generalizations,videogame
greater_striated_swallow,generalizations,bird
small_dices_of_soft_cooked_veggies_mixed,generalizations,food
sea_world_adventure_parks,generalizations,aquarium
field_biology,generalizations,academicfield
blackbutt,generalizations,nut
an_enquiry_concerning_human_understanding,generalizations,book
promise_rings,generalizations,personalcareitem
sporting_interests,generalizations,hobby
grand_valley_state,generalizations,university
wenzhou_trade_center,generalizations,skyscraper
japanese__,generalizations,language
japanese__,generalizations,language
huge_crocodile,generalizations,reptile
dodecacalcium_hepta_aluminate,generalizations,chemical
extruded_aluminium,generalizations,buildingmaterial
russian_language,generalizations,language
rostov_on_don_zoo,generalizations,zoo
rostov_na_donu,generalizations,city
theeconomist,generalizations,magazine
n1945_1978,generalizations,year
holiday_shapes,generalizations,geometricshape
holiday_shapes,generalizations,geometricshape
beirut_bombing__thurs__blast_in_hezbollah_run_area_of_beirut_claimed_5_lives,generalizations,bombingevent
patricks,generalizations,monarch
monday,generalizations,dayofweek
monday,generalizations,dayofweek
monday,generalizations,dayofweek
monday,generalizations,dayofweek
drocinonide,generalizations,drug
david_coburn,generalizations,musician
disabled_services_representative,generalizations,jobposition
highway_patrol_tv_show,generalizations,televisionshow
observation_deck,generalizations,buildingfeature
book_programs,generalizations,mediatype
href___farms__________badaga,generalizations,ethnicgroup
wtc_towers,generalizations,skyscraper
annual_meet,generalizations,musicfestival
cheek,generalizations,bodypart
denver_world_trade_center,generalizations,skyscraper
zion_park,generalizations,park
zion_park,generalizations,zoo
n1937_czechoslovakian_grand_prix,generalizations,grandprix
greek_tony_s_pizza___sub_shop,generalizations,restaurant
of_liberation_museum,generalizations,terroristorganization
soccer,generalizations,sport
soccer,generalizations,sport
soccer,generalizations,sport
soccer,generalizations,hobby
soccer,generalizations,hobby
soccer,generalizations,hobby
stuha,generalizations,protestevent
brown_bridge_road,generalizations,buildingfeature
upper_fox_lake,generalizations,lake
woodrow_wilson_anderson,generalizations,politicianus
telescope,generalizations,visualizableobject
polygon,generalizations,geometricshape
all_blue_grottos,generalizations,cave
quorn,generalizations,meat
prairie_dog,generalizations,vertebrate
gravy_spoon,generalizations,kitchenitem
ucsf_cancer_center,generalizations,hospital
mathematics_majors,generalizations,victim
pangolin,generalizations,animal
giant_jumping_rat,generalizations,vertebrate
n2006_09_01,generalizations,date
astronomy,generalizations,academicfield
louisiana_state_univ,generalizations,trainstation
cloudforest_pygmy_owl,generalizations,bird
the_very_best_of_buddy_holly_and_th,generalizations,musicalbum
air_soft_gun,generalizations,visualizableobject
blogging_platform,generalizations,everypromotedthing
boston,generalizations,city
juice_cup,generalizations,kitchenitem
shining_light,generalizations,perceptionevent
russian_grandmother,generalizations,monarch
ground_zero_pharmaceuticals,generalizations,biotechcompany
alpine_skiing,generalizations,sport
alpine_skiing,generalizations,hobby
n1992_u_s__olympic_trials,generalizations,olympics
manager_executive_chair,generalizations,furniture
radio_inffluence_during_elction_years,generalizations,bedroomitem
excision_of_lung_or_bronchus,generalizations,medicalprocedure
n1915_1945,generalizations,year
income_tax_rules,generalizations,politicsbill
lamport_stadium,generalizations,stadiumoreventvenue
bahrain_world_trade_center,generalizations,skyscraper
cooloola__great_sandy_national_park,generalizations,park
restaurant_gazette,generalizations,publication
benign_thyroid_disease,generalizations,disease
stanford_university_medical_school,generalizations,hospital
union_of_liberian_associations,generalizations,tradeunion
n1995_house_of_people_s_representatives_election,generalizations,election
vice_president_and_chief_administrative_officer,generalizations,politicaloffice
final_fantasy_6,generalizations,videogame
cslewis,generalizations,everypromotedthing
free_youtube_downloader,generalizations,consumerelectronicitem
potadoes,generalizations,vegetable
sincere_willingness,generalizations,emotion
nuclear_missile,generalizations,weapon
cheney_times_sentinel,generalizations,newspaper
cheney_times_sentinel,generalizations,website
rowland_s_disease,generalizations,disease
the_pittsburgh_press,generalizations,newspaper
blue,generalizations,color
blue,generalizations,color
blue,generalizations,color
geraldine_green,generalizations,visualizableattribute
wrap_top,generalizations,clothing
mars,generalizations,planet
planet_jupiter,generalizations,planet
jupiter,generalizations,planet
sherlock_holmes,generalizations,book
collateral,generalizations,movie
jamie_foxx,generalizations,actor
jamie_foxx,generalizations,male
europe,generalizations,geopoliticalorganization
january,generalizations,month
george_harrison,generalizations,musician
scientology_religion,generalizations,religion
two_people,generalizations,person
hillary,generalizations,female
hillary,generalizations,female
hillary,generalizations,politicianus
hillary,generalizations,politicianus
bruce_willis,generalizations,actor
bruce_willis,generalizations,actor
danica_patrick,generalizations,celebrity
dan_ackroyd,generalizations,actor
dan_ackroyd,generalizations,celebrity
jeff_bezos,generalizations,ceo
backgammon,generalizations,boardgame
backgammon,generalizations,boardgame
clearwater_beach,generalizations,beach
african_grey_parrot,generalizations,bird
javascript,generalizations,programminglanguage
bacon,generalizations,meat
glendale_galleria_mall,generalizations,shoppingmall
alternative_rock,generalizations,musicgenre
accounts_manager,generalizations,jobposition
cameron_diaz,generalizations,female
cameron_diaz,generalizations,celebrity
l__ron_hubbard,generalizations,writer
fear,generalizations,emotion
kidman,generalizations,celebrity
terrific_success,generalizations,eventoutcome
failure,generalizations,eventoutcome
enormous_impact,generalizations,eventoutcome
english,generalizations,language
english,generalizations,language
fiscal_policy,generalizations,politicsissue
moscow,generalizations,city
hollywood_bowl,generalizations,sportsgame
macaulay_culkin,generalizations,male
macaulay_culkin,generalizations,actor
macaulay_culkin,generalizations,celebrity
cs_lewis,generalizations,writer
chronicles_of_narnia,generalizations,book
tree,generalizations,visualizablething
all_american_girl,generalizations,book
and_then_there_were_none,generalizations,book
ashanti_mythology,generalizations,religion
north_american_rock,generalizations,musicgenre
audi_r8,generalizations,automobilemodel
jeep_jk_unlimited,generalizations,automobilemodel
comiccon,generalizations,convention
age_of_empires_iii,generalizations,videogame
brandied_apricot_sauce,generalizations,condiment
boj_boulok,generalizations,cave
british_animation_awards,generalizations,filmfestival
kajol,generalizations,female
san_diego,generalizations,city
irina_zender,generalizations,model
role_window,generalizations,wallitem
house,generalizations,city
aquarium_webshop,generalizations,retailstore
internet_search_results,generalizations,researchproject
fusion_genres_of_black_metal,generalizations,musicgenre
african_stink_ant,generalizations,insect
thundering_roar,generalizations,perceptionevent
n125_000_students,generalizations,victim
lowfat_cinnamon_apple_waffles_with_cider_syru,generalizations,bakedgood
volvo_245_dl,generalizations,vehicle
north_las_vegas,generalizations,city
play_station_psp,generalizations,consumerelectronicitem
faux_pink_champagne,generalizations,beverage
the_falconry_centre,generalizations,zoo
austin_city_limits_festival,generalizations,musicfestival
zoroastrianism,generalizations,religion
pigs,generalizations,agriculturalproduct
bahrain,generalizations,country
monaco_grand_prix,generalizations,grandprix
sewell_road,generalizations,street
cashew_nuts_salted,generalizations,nut
moscow_volga_canal,generalizations,river
sulphur_butterfly,generalizations,insect
new_delhi_zoo,generalizations,zoo
new_delhi_zoo,generalizations,zoo
new_delhi_zoo,generalizations,zoo
new_bethel_chr_the_living_god,generalizations,religion
hotels_facilities,generalizations,officebuildingroom
buzz_aldrin,generalizations,astronaut
pa_chairman,generalizations,politicaloffice
michael_jackson,generalizations,personus
n2006_09_03,generalizations,date
chess,generalizations,boardgame
cryptology,generalizations,economicsector
aleppo_university_bombings,generalizations,bombingevent
aleppo_university_bombings,generalizations,bombingevent
copper_aspartate,generalizations,chemical
bores,generalizations,insect
aagenaes_syndrome,generalizations,disease
aagenaes_syndrome,generalizations,disease
aagenaes_syndrome,generalizations,disease
cricket_world_cup,generalizations,sportsgame
neutralness,generalizations,emotion
angelfish,generalizations,fish
chestnut_sided_white_eye,generalizations,bird
crabs_and_lobsters,generalizations,arthropod
primary_pest,generalizations,insect
bmw_7_series,generalizations,automobilemodel
donations_software,generalizations,tool
convenience_computer,generalizations,tableitem
aardvark,generalizations,mammal
computer_graphics,generalizations,academicfield
cyclohenanone,generalizations,chemical
soy_bean_oil,generalizations,food
acoustic___electric_guitar,generalizations,musicinstrument
georgia_state_university,generalizations,school
abant_izzet_baysal_university,generalizations,university
justice_and_development_party,generalizations,politicalparty
distortion_guitar,generalizations,musicinstrument
angriness,generalizations,emotion
warren_buffett_warren_buffett,generalizations,ceo
big_serving_bowl,generalizations,kitchenitem
horse_riding_equipment,generalizations,sportsequipment
jessica_capshaw,generalizations,female
disposable_plastic_cutlery,generalizations,kitchenitem
municipal_building,generalizations,building
newspapers__,generalizations,mediatype
horse_chestnut,generalizations,plant
horse_chestnut,generalizations,nut
ellipse,generalizations,geometricshape
bangalore,generalizations,city
bangalore_metro,generalizations,transportation
lawrence_island_collared_lemming,generalizations,mammal
n2006_04_08,generalizations,date
naturopathic_medicine_naturopathic_medicine,generalizations,academicfield
naturopathic_medicine,generalizations,academicfield
red_room,generalizations,room
fragmentocytes,generalizations,celltype
golf_accessories,generalizations,sportsequipment
easter_1998,generalizations,date
action_student_film_festival,generalizations,filmfestival
historic_mississippi_river,generalizations,river
junior_college,generalizations,school
statistical_models,generalizations,mlalgorithm
statistical_models,generalizations,mlarea
nissan_300zx_z32,generalizations,automobilemodel
oleander,generalizations,plant
oleander,generalizations,plant
victorian_suites,generalizations,officebuildingroom
little_paper_cups,generalizations,kitchenitem
the_democratic_party,generalizations,politicalparty
texas_holdem_poker_,generalizations,cardgame
clean_energy_sources,generalizations,politicsissue
the_royal_marines_museum,generalizations,monument
super_smash_bros_,generalizations,videogame
super_smash_bros_,generalizations,videogame
the_island_of_doctor_moreau,generalizations,book
beautiful_acoustic_guitar,generalizations,musicinstrument
pygmy_sperm_whales,generalizations,mammal
n20_mph_wind,generalizations,weatherphenomenon
sugar_beets,generalizations,vegetable
b_f_a__students,generalizations,victim
sterile_bottle,generalizations,kitchenitem
parietal_branch_of_middle_meningeal_artery,generalizations,bodypart
millmont_street,generalizations,street
finish_coats,generalizations,clothing
mcnicoll_avenue,generalizations,street
memorialcare_surgical_center_at_saddleback,generalizations,hospital
shredded_lettuce,generalizations,visualizableobject
operation_mountain_thrust,generalizations,militaryconflict
two_regular_meetings,generalizations,perceptionaction
destructive_weapons,generalizations,weapon
coffee__,generalizations,agriculturalproduct
russ_kunkel,generalizations,musician
boston_college,generalizations,university
queen_size_sleigh_bed,generalizations,furniture
poems_to_someone_thinking_about_suicide,generalizations,cognitiveactions
poems_to_someone_thinking_about_suicide,generalizations,cognitiveactions
poems_to_someone_thinking_about_suicide,generalizations,cognitiveactions
nidesoft_dvd_to_creative_zen_converter,generalizations,videogamesystem
intermediate_mass_stars,generalizations,geometricshape
big_earthquake_shakes_tokyo__17_injured,generalizations,earthquakeevent
big_earthquake_shakes_tokyo__17_injured,generalizations,earthquakeevent
big_earthquake_shakes_tokyo__17_injured,generalizations,earthquakeevent
dave,generalizations,person
ozzfest,generalizations,musicfestival
william_burroughs,generalizations,writer
moitessieridae,generalizations,mollusk
loyola_marymount_university,generalizations,school
shortstop,generalizations,sportsteamposition
grettishellir,generalizations,cave
haugahellir,generalizations,cave
latin_folk_music,generalizations,musicgenre
n104r_lakeview_avenue,generalizations,street
motorola_razr_v3_camera_phone,generalizations,product
chad_johnson,generalizations,athlete
downloadable_audiobooks,generalizations,mediatype
the_university_of_toledo,generalizations,university
beef_products,generalizations,agriculturalproduct
martini_cocktail_glass,generalizations,kitchenitem
university_of_phoenix_stadium,generalizations,stadiumoreventvenue
cards_miniclip,generalizations,officeitem
queensland_gallery_of_modern_art,generalizations,museum
valentines_chocolates,generalizations,candy
gas_project,generalizations,weapon
wallmart,generalizations,retailstore
botanical_garden,generalizations,building
cory_murphy,generalizations,coach
aluminum_poles,generalizations,buildingmaterial
queen_wasp,generalizations,insect
breast_cancer_positive_lymph_node,generalizations,lymphnode
nylon_string_guitars,generalizations,musicinstrument
early_postmenopause,generalizations,nondiseasecondition
emerald_forests,generalizations,landscapefeatures
dallas_love_field,generalizations,airport
mdf_toilet_seat,generalizations,bathroomitem
recipes_writen_in_spanish,generalizations,recipe
frontal_white_matter,generalizations,braintissue
information_technologies,generalizations,academicfield
calves,generalizations,mammal
scientific_consultant,generalizations,jobposition
american_international_college,generalizations,school
central_connecticut_state_university,generalizations,university
central_connecticut_state_university,generalizations,university
super_smash_brothers_4,generalizations,videogame
omnism,generalizations,religion
new_york_world_trade_center,generalizations,skyscraper
java_,generalizations,programminglanguage
nuclear_engineering_technology,generalizations,academicfield
haloumi_cheese,generalizations,visualizableobject
haloumi_cheese,generalizations,visualizableobject
glittery_stars,generalizations,visualizableattribute
blackjack_table,generalizations,furniture
paris_roissy_charles_de_gaulle_airport,generalizations,airport
picture_framers,generalizations,profession
azotobacter_nigricans_subspecies_nigricans,generalizations,bacteria
forward_backward_algorithm,generalizations,mlalgorithm
nfl_mvp_award,generalizations,awardtrophytournament
one_way_test,generalizations,mlalgorithm
children_s_hospital_philadelphia,generalizations,hospital
benadryl_and_chlor_trimeton_drugs,generalizations,drug
u_s_a__government,generalizations,politicalparty
window_overlooking_the_garden,generalizations,hallwayitem
disposable_shower_cap,generalizations,bathroomitem
boring_beetles,generalizations,animal
cards_credit_cards,generalizations,officeitem
orange_county,generalizations,county
action_rifles,generalizations,weapon
va_medical_center,generalizations,hospital
vector_spaces,generalizations,scientificterm
broadcasting_information,generalizations,scientificterm
state_maine,generalizations,stateorprovince
student_athlete,generalizations,victim
grolsch_beer,generalizations,beverage
grolsch_beer,generalizations,beverage
vinagerette,generalizations,condiment
card_papers,generalizations,officeitem
medical_injury,generalizations,eventoutcome
howard_college,generalizations,university
depaul_college_of_law,generalizations,university
gogle,generalizations,website
singlish,generalizations,language
kit_kat_bar,generalizations,candy
pinegrass,generalizations,plant
orange_grove_church,generalizations,religion
alumimum,generalizations,buildingmaterial
alumimum,generalizations,buildingmaterial
jean_chatburn,generalizations,chef
aaron_johnson,generalizations,actor
aaron_johnson,generalizations,actor
aaron_johnson,generalizations,celebrity
aaron_johnson,generalizations,celebrity
aaron_johnson,generalizations,male
aaron_johnson,generalizations,male
album_of_the_year,generalizations,musicalbum
album_of_the_year,generalizations,musicalbum
sandra_williams,generalizations,female
defense_advanced_research_projects_agency,generalizations,governmentorganization
jeanne_duprau,generalizations,writer
jeanne_duprau,generalizations,female
n12_22_04,generalizations,date
n12_22_04,generalizations,date
original_paintings,generalizations,visualartform
india_pakistan_wars,generalizations,militaryconflict
productive_meeting,generalizations,perceptionaction
mandoliola,generalizations,musicinstrument
dry_breakfast_cereals,generalizations,food
truffle,generalizations,food
madden_tournament,generalizations,sportsevent
peanut_butter_pound_cake,generalizations,bakedgood
british_siege,generalizations,militaryconflict
uzh_river,generalizations,river
this_island_earth,generalizations,movie
charles_o_connell,generalizations,musician
michael_contaro,generalizations,criminal
american_political_activist,generalizations,jobposition
blue_breasted_kingfisher,generalizations,bird
basic_demographic_information,generalizations,scientificterm
beluga_whales,generalizations,vertebrate
indo_pakistani_wars,generalizations,militaryconflict
metal_jacket_movie,generalizations,movie
inclemency,generalizations,weatherphenomenon
twin_ring_motegi,generalizations,stadiumoreventvenue
aged_mild_cheddar,generalizations,cheese
iraq_conflict,generalizations,militaryconflict
collected_stories,generalizations,book
luxembourg_palace,generalizations,attraction
tolstoy_and_dostoyevsky,generalizations,writer
hole,generalizations,cave
addicted_to_love,generalizations,musicsong
addicted_to_love,generalizations,musicsong
asian_elephant,generalizations,mammal
battlefield__bad_co,generalizations,software
rayman__origins,generalizations,videogame
california_tiger_salamander,generalizations,amphibian
central_michigan,generalizations,geopoliticallocation
_ness_br___grafton_village______br____cheddar_cheese,generalizations,cheese
borivli,generalizations,city
grape_scale,generalizations,insect
roman_christianity,generalizations,religion
braunstone_gate_bridge,generalizations,bridge
barbeque_sauce_with_beer_robert,generalizations,condiment
prepaid_phone_cards,generalizations,officeitem
cello,generalizations,musicinstrument
future_driver,generalizations,jobposition
dunkin__donuts,generalizations,restaurant
spelt_flour,generalizations,food
dimitris_p__kraniotis,generalizations,writer
dimitris_p__kraniotis,generalizations,mlauthor
measuring_spoons,generalizations,kitchenitem
northwood_university,generalizations,school
metal___steel,generalizations,buildingmaterial
tickets_las_vegas,generalizations,arachnid
videotapes,generalizations,mediatype
core_software_engineer,generalizations,jobposition
wordpress__org,generalizations,blog
image_analysts,generalizations,profession
barbuda_independence_movement,generalizations,nongovorganization
special_olympics_cheerleading_state_tournament,generalizations,nonprofitorganization
loan_search,generalizations,economicsector
fats_and_sugars,generalizations,food
em_poker_free_online,generalizations,sportsgame
wheat_grain,generalizations,agriculturalproduct
carlo_giuseppe_ratti,generalizations,visualartist
berlin_competition,generalizations,filmfestival
precious_father,generalizations,monarch
firetide_nodes_review,generalizations,lymphnode
rebecca_foster,generalizations,writer
pocono_mountains_of_northeastern_pennsylvania,generalizations,mountain
golf_club_bag,generalizations,everypromotedthing
shuttle_window,generalizations,hallwayitem
buspirone_buspirone,generalizations,drug
radio_input_jack,generalizations,bedroomitem
sargent_memorial_presbyterian_church_study,generalizations,religion
modern_office,generalizations,room
american_civil_war,generalizations,militaryconflict
american_civil_war,generalizations,militaryconflict
educational_psychology,generalizations,academicfield
apricots,generalizations,food
apricots,generalizations,agriculturalproduct
basketball,generalizations,sport
basketball,generalizations,sport
basketball,generalizations,hobby
basketball,generalizations,hobby
nba_all_star_game,generalizations,sportsgame
acm,generalizations,conference
amber_coloured_salamander,generalizations,amphibian
mark_walters,generalizations,mlauthor
congenital_alveolar_hypoplasia_of_maxilla,generalizations,disease
bmw_activehybrid_7,generalizations,automobilemodel
cabernet_sauvignon_stone_creek,generalizations,wine
theo_van_gogh,generalizations,person
theo_van_gogh,generalizations,person
theatre_employees__union,generalizations,tradeunion
howard_university_school,generalizations,university
nerve_to_geniohyoid_nbsp,generalizations,bodypart
brand_advertising,generalizations,economicsector
haitian_creole_french,generalizations,language
school_letter_jackets,generalizations,clothing
varsovians,generalizations,ethnicgroup
america_iowa,generalizations,country
tickets_advice,generalizations,arachnid
hallorans_hill,generalizations,mountain
california_,generalizations,cardgame
stuffed_tomatoes,generalizations,food
enoggera_creek,generalizations,river
cathedral_of_christ_the_light,generalizations,placeofworship
main_page,generalizations,visualartmovement
n44_04,generalizations,physicsterm
chicken_salads,generalizations,meat
browned_wheat,generalizations,grain
two_double_sofas,generalizations,furniture
n_franklin_street,generalizations,street
jbr_area_c_tower_c02_t02,generalizations,skyscraper
karl_saltzmann,generalizations,architect
product_reviews_no_comments,generalizations,mlsoftware
africa_tanzania,generalizations,country
door_knockers_doctor_style,generalizations,buildingfeature
iron_fencing_materials,generalizations,buildingmaterial
where_are_supraclavicular_lymph_nodes,generalizations,lymphnode
n2003_01_20,generalizations,date
the_province_newspaper,generalizations,blog
white_tighed_swallow,generalizations,bird
green_chocolate,generalizations,bakedgood
football_goal_posts,generalizations,sportsequipment
barbeque_sauce___indonesian,generalizations,condiment
sandwiches_pastries,generalizations,bakedgood
vena_subclavia,generalizations,artery
large_teak_table,generalizations,furniture
islamic_militant_group,generalizations,nongovorganization
saint_stephen,generalizations,male
saint_stephen,generalizations,male
university_of_indonesia,generalizations,sportsteam
university_of_indonesia,generalizations,university
university_of_indonesia,generalizations,university
abbey_road,generalizations,musicalbum
the_sleeping_beauty,generalizations,book
i_can_t_believe_i_have_to_do_this,generalizations,book
n53_cents,generalizations,physicsterm
white_ale,generalizations,beverage
bears,generalizations,mammal
seattle,generalizations,city
elizabeth_woodville,generalizations,female
n5_25_p_m_,generalizations,time
education_commission_of,generalizations,politicsissue
envlope,generalizations,officeitem
dreamcast_console,generalizations,videogamesystem
fishing,generalizations,hobby
fishing,generalizations,sport
door_infill_panels,generalizations,buildingfeature
sea_bird,generalizations,animal
nintendo_wii_game_console,generalizations,videogamesystem
something_with_vaseline_in_the_name,generalizations,musicalbum
temple_of_the_reclining_buddha,generalizations,attraction
temple_of_the_reclining_buddha,generalizations,attraction
andrew_lamar_alexander,generalizations,politicianus
health_committee,generalizations,nongovorganization
mn_superoxide_dismutase,generalizations,protein
burning_pain_and_swollen_lymph_nodes,generalizations,lymphnode
dog_paintings,generalizations,visualartform
dog_paintings,generalizations,visualartform
arnold_schwarzeneggar,generalizations,actor
arnold_schwarzeneggar,generalizations,celebrity
beetlejuice,generalizations,movie
hellboy,generalizations,movie
late_heath_ledger,generalizations,director
wall_e,generalizations,movie
annie_hall,generalizations,movie
cary_grant,generalizations,actor
cary_grant,generalizations,celebrity
north_by_northwest,generalizations,movie
jj_abrams,generalizations,director
office_space,generalizations,movie
absolute_value,generalizations,cheese
batman,generalizations,movie
adam_west,generalizations,actor
adam_west,generalizations,male
adam_west,generalizations,celebrity
die_hard,generalizations,movie
die_hard,generalizations,movie
the_karate_kid,generalizations,movie
ed_norton,generalizations,actor
ed_norton,generalizations,celebrity
american_history_x,generalizations,movie
jurassic_park,generalizations,movie
seven_samurai,generalizations,movie
meet_joe_black,generalizations,movie
cruel_intentions,generalizations,movie
aliens,generalizations,movie
yummy_chocolate_frosting,generalizations,bakedgood
accord,generalizations,automobilemodel
accord,generalizations,automobilemodel
acura_accord,generalizations,automobilemodel
union_tribune_subscription,generalizations,publication
majestic_amber_fort,generalizations,monument
striker_12_gauge_shotgun,generalizations,weapon
riff_mountains,generalizations,mountainrange
sony_playstation_3_console,generalizations,videogamesystem
n2_responses,generalizations,mlsoftware
disloyal_act,generalizations,crimeorcharge
n25pc_knife_set,generalizations,kitchenitem
cod2_game_servers,generalizations,consumerelectronicitem
seattle_tacoma_international_airport,generalizations,airport
seattle_tacoma_international_airport,generalizations,transportation
armed_robbery,generalizations,crimeorcharge
n2020_summer_olympics,generalizations,olympics
louisiana_state_university,generalizations,university
